year,gdp_pc,edu_exp,water_acc,urban_pop,health_exp,life_exp,iso3,sfa_score,urban_water_idx,health_exp_growth,gdp_pc_lag1,health_exp_lag1,dea_score_lag1,sfa_score_lag1,dea_score
2014,0.11152815330880574,-0.07688877539313894,0.4449700915112704,-0.2240900744938321,-0.0784276071516014,-0.6558506971654685,WB_LMI,-0.7232859187685007,-0.12993487941683532,0.046631336046331934,0.04396578243215279,-0.05691674152029347,-1.4229147181662232,-0.6727713970227102,0.33255098336692007
2015,0.16744477800491994,-0.3763917334163965,0.49550202051930164,-0.06998607905016979,0.02454953566439322,-0.615973047430542,WB_LMI,-0.7058278114457651,0.019099908974917444,0.42554546959444206,0.15826723980322155,-0.023345761047567293,-1.3908479223334804,-0.6647216386806444,0.35590437553604826
2016,0.2376698131641206,-0.40225156818417585,0.5316496796300697,-0.0763116684473127,0.09097828317821739,-0.5730183541545121,WB_LMI,-0.6650797301387112,0.027317786527819216,0.22221692024941347,0.21289029836188203,0.0776292385653672,-1.248962857665892,-0.6479183893090196,0.27322779196458963
2017,0.12103685242503112,-0.4089183406615776,0.47121013825734664,-0.09885546242801202,0.008116698957057746,-0.5403575774828073,WB_LMI,-0.47372613997910157,-0.014590086119079408,-0.6619672275528441,0.28134580014116695,0.14259979436001127,-1.7670255032597861,-0.6086987786742519,0.3896408324920265
2018,0.21630752585583354,-0.2978904063440309,0.5574142676216595,-0.0741751007435521,0.1188704133696937,-0.5086725592829091,WB_LMI,-0.525509769037608,0.03887155106003125,0.45917961203485763,0.16756324402913622,0.06153706022233653,-1.0497704755367658,-0.42452290931066466,0.36293735222037427
2019,0.20778159869174367,-0.2193824487763121,0.514930044462635,-0.028339572217679885,0.13715578483847976,-0.4724859572269281,WB_LMI,-0.5080693880596907,0.06214054350001712,-0.049704942042082874,0.26053876256613195,0.16984114323703325,-1.2068842965770656,-0.4743641215539092,0.25855276297934204
2020,0.18247843528227548,-0.46498595838499124,0.4887845197322084,-0.1960773651284068,-0.01627983999162754,-0.5352751485862407,WB_LMI,-0.5080691583454298,-0.0907061069043023,-1.1135455061241322,0.25223031201587837,0.18768759709341498,-1.8637814108527857,-0.4575779336074962,0.3020187682131084
2021,0.07068610629435165,-0.1413475154618899,0.408470888216645,-0.2567000430056924,-0.13401565519862887,-0.7483845856319513,WB_LMI,-0.8292519913806498,-0.17003207692755468,-0.8980134461698701,0.2275586503000428,0.0376315021288117,-1.581541760502158,-0.45757771250987445,0.2717999539294868
2001,0.1486799564565055,0.48856619294184633,0.4860587087640912,0.09094656552465157,0.07768757101681574,-0.4126635056245218,WB_UMI,-0.7484504255141142,0.15301695958594652,-0.8578871926033266,0.24539865933210564,0.241891787130646,-1.3662203191338989,-0.8346008693400714,0.3292756759407545
2002,0.20930129305898215,-0.6007353911931196,0.4822120188681091,-0.1277391982873869,0.00812408723038483,-0.39231973815096044,WB_UMI,-0.6882733137883781,-0.03504525504128133,-0.5788621349095676,0.19457105549869266,0.129611193396721,-1.4110181311099754,-0.688942218514623,0.5062113914171346
