IndicatorCode,Id,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
WHOSIS_000001,4394490,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2005,SEX_MLE,NA,NA,NA,NA,NA,NA,69.8 [69.5-70.0],69.75536802,69.51084567,70.03966859,NA,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
WHOSIS_000001,4395428,COUNTRY,DEU,YEAR,EUR,Europe,SEX,2009,SEX_FMLE,NA,NA,NA,NA,NA,NA,82.4 [82.3-82.4],82.37435335,82.31527485,82.43343185,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,4396219,COUNTRY,GNB,YEAR,AFR,Africa,SEX,2015,SEX_MLE,NA,NA,NA,NA,NA,NA,55.2 [54.2-56.4],55.15439389,54.15431468,56.37587738,NA,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
WHOSIS_000001,4396445,COUNTRY,LCA,YEAR,AMR,Americas,SEX,2003,SEX_FMLE,NA,NA,NA,NA,NA,NA,77.0 [76.8-77.3],77.02925365,76.77855003,77.27662048,NA,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
WHOSIS_000001,4397319,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,2021,SEX_BTSX,NA,NA,NA,NA,NA,NA,65.8 [65.1-66.6],65.76206783,65.11197258,66.62461083,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,4398370,COUNTRY,TCD,YEAR,AFR,Africa,SEX,2014,SEX_BTSX,NA,NA,NA,NA,NA,NA,57.5 [56.5-58.6],57.46459955,56.48094122,58.60004907,NA,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
WHOSIS_000001,4399612,COUNTRY,FIN,YEAR,EUR,Europe,SEX,2020,SEX_FMLE,NA,NA,NA,NA,NA,NA,84.2 [84.1-84.3],84.15926945,84.12011038,84.26605257,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,4399852,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,2001,SEX_MLE,NA,NA,NA,NA,NA,NA,64.0 [63.7-64.3],64.03510422,63.74308963,64.33443563,NA,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
WHOSIS_000001,4399990,COUNTRY,TON,YEAR,WPR,Western Pacific,SEX,2018,SEX_FMLE,NA,NA,NA,NA,NA,NA,75.5 [74.7-76.2],75.51795579,74.74876649,76.20962422,NA,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
WHOSIS_000001,4401155,COUNTRY,CRI,YEAR,AMR,Americas,SEX,2011,SEX_BTSX,NA,NA,NA,NA,NA,NA,80.3 [80.2-80.4],80.26271645,80.1803304,80.39521269,NA,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
WHOSIS_000001,4403219,COUNTRY,COG,YEAR,AFR,Africa,SEX,2011,SEX_BTSX,NA,NA,NA,NA,NA,NA,61.1 [60.4-62.0],61.13100658,60.43045295,61.97543889,NA,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
WHOSIS_000001,4403749,COUNTRY,ERI,YEAR,AFR,Africa,SEX,2005,SEX_FMLE,NA,NA,NA,NA,NA,NA,61.5 [60.6-62.4],61.48811162,60.6309245,62.38803007,NA,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
WHOSIS_000001,4405470,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,SEX,2015,SEX_MLE,NA,NA,NA,NA,NA,NA,62.2 [61.1-63.5],62.20475666,61.11188942,63.53675609,NA,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
WHOSIS_000001,4405633,COUNTRY,ITA,YEAR,EUR,Europe,SEX,2011,SEX_FMLE,NA,NA,NA,NA,NA,NA,84.1 [84.1-84.2],84.12261029,84.06522285,84.17999774,NA,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
WHOSIS_000001,4407011,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,SEX,2021,SEX_BTSX,NA,NA,NA,NA,NA,NA,74.1 [73.6-74.7],74.06842662,73.59068969,74.69576097,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,4407206,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,2013,SEX_MLE,NA,NA,NA,NA,NA,NA,67.0 [66.1-68.0],66.988926,66.06062015,67.99072805,NA,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
WHOSIS_000001,4407306,COUNTRY,NZL,YEAR,WPR,Western Pacific,SEX,2009,SEX_FMLE,NA,NA,NA,NA,NA,NA,82.3 [82.3-82.4],82.34074291,82.30326995,82.43537716,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,4407318,COUNTRY,ROU,YEAR,EUR,Europe,SEX,2007,SEX_BTSX,NA,NA,NA,NA,NA,NA,73.1 [73.1-73.3],73.13558178,73.06563484,73.26736816,NA,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
WHOSIS_000001,4409503,COUNTRY,FIN,YEAR,EUR,Europe,SEX,2002,SEX_BTSX,NA,NA,NA,NA,NA,NA,78.1 [78.1-78.2],78.12614307,78.10398594,78.22609623,NA,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
WHOSIS_000001,4409978,COUNTRY,NLD,YEAR,EUR,Europe,SEX,2016,SEX_FMLE,NA,NA,NA,NA,NA,NA,82.8 [82.8-82.9],82.80133007,82.79392821,82.87401777,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,4410008,COUNTRY,GNB,YEAR,AFR,Africa,SEX,2018,SEX_MLE,NA,NA,NA,NA,NA,NA,56.1 [55.0-57.4],56.14199575,54.97275353,57.37204413,NA,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
WHOSIS_000001,4410299,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,2010,SEX_BTSX,NA,NA,NA,NA,NA,NA,70.5 [70.0-71.1],70.48867026,70.04232784,71.11205868,NA,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
WHOSIS_000001,4411514,COUNTRY,SRB,YEAR,EUR,Europe,SEX,2000,SEX_MLE,NA,NA,NA,NA,NA,NA,68.7 [68.6-68.9],68.68336551,68.55446791,68.89303261,NA,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
WHOSIS_000001,4411941,COUNTRY,ZMB,YEAR,AFR,Africa,SEX,2001,SEX_BTSX,NA,NA,NA,NA,NA,NA,45.0 [43.8-46.2],44.99215514,43.80588025,46.23330034,NA,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
WHOSIS_000001,4414223,WORLDBANKINCOMEGROUP,WB_LI,YEAR,NA,NA,SEX,2009,SEX_MLE,NA,NA,NA,NA,NA,NA,58.5 [57.8-59.4],58.52479178,57.79712796,59.3665781,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,4414264,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2016,SEX_FMLE,NA,NA,NA,NA,NA,NA,78.1 [77.9-78.3],78.07058788,77.87009314,78.30509232,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,4417329,COUNTRY,ISR,YEAR,EUR,Europe,SEX,2019,SEX_FMLE,NA,NA,NA,NA,NA,NA,84.3 [84.3-84.4],84.31971616,84.29960168,84.40685945,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,4417404,COUNTRY,MRT,YEAR,AFR,Africa,SEX,2013,SEX_FMLE,NA,NA,NA,NA,NA,NA,69.2 [68.5-69.9],69.15189896,68.48595024,69.88802631,NA,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
WHOSIS_000001,4417533,REGION,WPR,YEAR,NA,NA,SEX,2020,SEX_BTSX,NA,NA,NA,NA,NA,NA,77.7 [77.2-78.3],77.70194212,77.22688519,78.34234032,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,4418063,COUNTRY,GEO,YEAR,EUR,Europe,SEX,2021,SEX_BTSX,NA,NA,NA,NA,NA,NA,71.2 [71.1-71.4],71.24038597,71.07986925,71.41354854,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,4418272,COUNTRY,LTU,YEAR,EUR,Europe,SEX,2003,SEX_FMLE,NA,NA,NA,NA,NA,NA,77.4 [77.4-77.6],77.42740055,77.37225463,77.55650307,NA,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
WHOSIS_000001,4418621,COUNTRY,HRV,YEAR,EUR,Europe,SEX,2013,SEX_BTSX,NA,NA,NA,NA,NA,NA,77.9 [77.8-78.0],77.85314853,77.79050556,77.99278729,NA,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
WHOSIS_000001,4418721,COUNTRY,SVN,YEAR,EUR,Europe,SEX,2008,SEX_BTSX,NA,NA,NA,NA,NA,NA,78.9 [78.8-79.1],78.89957706,78.81036145,79.0528477,NA,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
WHOSIS_000001,4420277,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2014,SEX_FMLE,NA,NA,NA,NA,NA,NA,74.1 [73.8-74.4],74.07172111,73.75412371,74.44751051,NA,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
WHOSIS_000001,4420571,COUNTRY,CAF,YEAR,AFR,Africa,SEX,2019,SEX_FMLE,NA,NA,NA,NA,NA,NA,55.9 [54.8-57.1],55.89381458,54.82752863,57.1070976,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,4420767,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2015,SEX_BTSX,NA,NA,NA,NA,NA,NA,64.3 [63.7-65.1],64.33720534,63.68114869,65.13366215,NA,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
WHOSIS_000001,4420884,COUNTRY,PAN,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,NA,NA,NA,NA,NA,NA,76.5 [76.3-76.8],76.4816701,76.2643353,76.80279169,NA,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
WHOSIS_000001,4420951,COUNTRY,CAN,YEAR,AMR,Americas,SEX,2017,SEX_MLE,NA,NA,NA,NA,NA,NA,79.8 [79.8-79.8],79.76316331,79.75198907,79.83518375,NA,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
WHOSIS_000001,4421199,COUNTRY,JAM,YEAR,AMR,Americas,SEX,2008,SEX_BTSX,NA,NA,NA,NA,NA,NA,70.6 [70.4-70.9],70.6377363,70.4399438,70.89741891,NA,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
WHOSIS_000001,4421337,COUNTRY,KAZ,YEAR,EUR,Europe,SEX,2001,SEX_BTSX,NA,NA,NA,NA,NA,NA,64.7 [64.4-65.2],64.70931637,64.41143569,65.19348082,NA,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
WHOSIS_000001,4423772,COUNTRY,MKD,YEAR,EUR,Europe,SEX,2008,SEX_FMLE,NA,NA,NA,NA,NA,NA,76.4 [76.3-76.5],76.35641727,76.25726656,76.54025484,NA,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
WHOSIS_000001,4424555,COUNTRY,RUS,YEAR,EUR,Europe,SEX,2016,SEX_FMLE,NA,NA,NA,NA,NA,NA,76.8 [76.8-76.9],76.8136795,76.80882018,76.88224297,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,4424769,REGION,EUR,YEAR,NA,NA,SEX,2006,SEX_BTSX,NA,NA,NA,NA,NA,NA,74.1 [74.0-74.2],74.11279931,74.00678933,74.24664087,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,4425413,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,SEX,2010,SEX_FMLE,NA,NA,NA,NA,NA,NA,73.1 [72.4-73.7],73.05657361,72.36391316,73.70646983,NA,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
WHOSIS_000001,4427887,COUNTRY,LBR,YEAR,AFR,Africa,SEX,2007,SEX_FMLE,NA,NA,NA,NA,NA,NA,59.7 [58.9-60.5],59.68966553,58.93173238,60.53315311,NA,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
WHOSIS_000001,4427892,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,NA,NA,NA,NA,NA,NA,66.8 [65.9-67.7],66.8078959,65.94847769,67.70763384,NA,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
WHOSIS_000001,4428928,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2011,SEX_BTSX,NA,NA,NA,NA,NA,NA,80.2 [80.2-80.3],80.16687766,80.16139024,80.2550756,NA,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
WHOSIS_000001,4430114,COUNTRY,DEU,YEAR,EUR,Europe,SEX,2010,SEX_MLE,NA,NA,NA,NA,NA,NA,77.8 [77.7-77.8],77.77691729,77.70886921,77.84496537,NA,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
WHOSIS_000001,4430399,COUNTRY,ARM,YEAR,EUR,Europe,SEX,2016,SEX_BTSX,NA,NA,NA,NA,NA,NA,74.4 [74.2-74.6],74.40594896,74.2488938,74.62573232,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,4430848,COUNTRY,TZA,YEAR,AFR,Africa,SEX,2011,SEX_FMLE,NA,NA,NA,NA,NA,NA,63.7 [63.0-64.4],63.70336487,63.04925016,64.41563285,NA,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
WHOSIS_000001,4432410,COUNTRY,VCT,YEAR,AMR,Americas,SEX,2017,SEX_BTSX,NA,NA,NA,NA,NA,NA,73.1 [72.8-73.4],73.09125438,72.82150363,73.42707781,NA,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
WHOSIS_000001,4432514,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2005,SEX_BTSX,NA,NA,NA,NA,NA,NA,54.8 [54.2-55.7],54.81013228,54.1843247,55.65406917,NA,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
WHOSIS_000001,4433027,COUNTRY,USA,YEAR,AMR,Americas,SEX,2009,SEX_MLE,NA,NA,NA,NA,NA,NA,76.2 [76.1-76.2],76.15974206,76.11509295,76.20439117,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,4433169,REGION,EUR,YEAR,NA,NA,SEX,2021,SEX_MLE,NA,NA,NA,NA,NA,NA,73.3 [73.1-73.5],73.25065916,73.08788706,73.4935445,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,4436158,COUNTRY,CYP,YEAR,EUR,Europe,SEX,2019,SEX_MLE,NA,NA,NA,NA,NA,NA,80.2 [79.9-80.5],80.20225205,79.941369,80.54871944,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,4436784,COUNTRY,TON,YEAR,WPR,Western Pacific,SEX,2002,SEX_MLE,NA,NA,NA,NA,NA,NA,68.4 [68.0-68.8],68.36392051,68.02296211,68.8169091,NA,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
WHOSIS_000001,4436856,COUNTRY,ARG,YEAR,AMR,Americas,SEX,2003,SEX_MLE,NA,NA,NA,NA,NA,NA,70.7 [70.7-70.8],70.70497823,70.6615613,70.80432042,NA,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
WHOSIS_000001,4437783,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,SEX,2007,SEX_BTSX,NA,NA,NA,NA,NA,NA,77.5 [77.1-77.9],77.46682627,77.12612062,77.9460377,NA,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
WHOSIS_000001,4438229,COUNTRY,COD,YEAR,AFR,Africa,SEX,2013,SEX_FMLE,NA,NA,NA,NA,NA,NA,60.8 [59.9-61.5],60.77548744,59.85476833,61.49939964,NA,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
WHOSIS_000001,4438760,COUNTRY,COG,YEAR,AFR,Africa,SEX,2019,SEX_FMLE,NA,NA,NA,NA,NA,NA,63.1 [62.4-64.1],63.0786517,62.38119689,64.13395646,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,4440237,WORLDBANKINCOMEGROUP,WB_HI,YEAR,NA,NA,SEX,2015,SEX_FMLE,NA,NA,NA,NA,NA,NA,82.9 [82.9-82.9],82.8530413,82.85115385,82.9244118,NA,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
WHOSIS_000001,4440662,COUNTRY,TCD,YEAR,AFR,Africa,SEX,2009,SEX_FMLE,NA,NA,NA,NA,NA,NA,56.7 [56.0-57.5],56.65239518,55.96031939,57.47215139,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,4441280,COUNTRY,CYP,YEAR,EUR,Europe,SEX,2000,SEX_BTSX,NA,NA,NA,NA,NA,NA,78.8 [78.6-79.1],78.83247264,78.64190123,79.09577838,NA,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
WHOSIS_000001,4443465,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,SEX,2012,SEX_BTSX,NA,NA,NA,NA,NA,NA,77.1 [77.0-77.3],77.0924022,76.96966291,77.26348993,NA,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
WHOSIS_000001,4444153,COUNTRY,AGO,YEAR,AFR,Africa,SEX,2000,SEX_MLE,NA,NA,NA,NA,NA,NA,47.0 [46.1-48.1],46.96798178,46.14223738,48.07829569,NA,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
WHOSIS_000001,4444256,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2018,SEX_BTSX,NA,NA,NA,NA,NA,NA,81.2 [81.2-81.3],81.2494226,81.2294214,81.32169383,NA,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
WHOSIS_000001,4444456,COUNTRY,HRV,YEAR,EUR,Europe,SEX,2000,SEX_MLE,NA,NA,NA,NA,NA,NA,71.0 [70.8-71.4],71.04989982,70.82971459,71.36914005,NA,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
WHOSIS_000001,4445135,COUNTRY,CMR,YEAR,AFR,Africa,SEX,2018,SEX_FMLE,NA,NA,NA,NA,NA,NA,63.4 [62.4-64.4],63.37927758,62.44851156,64.36583302,NA,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
WHOSIS_000001,4445843,COUNTRY,CAN,YEAR,AMR,Americas,SEX,2021,SEX_BTSX,NA,NA,NA,NA,NA,NA,81.6 [81.5-81.7],81.58276248,81.52940857,81.68435338,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,4447040,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,2004,SEX_MLE,NA,NA,NA,NA,NA,NA,69.5 [69.2-69.9],69.54784634,69.23876679,69.91205796,NA,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
WHOSIS_000001,4447154,COUNTRY,ESP,YEAR,EUR,Europe,SEX,2018,SEX_BTSX,NA,NA,NA,NA,NA,NA,82.8 [82.8-82.8],82.76765981,82.76751072,82.82905811,NA,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
WHOSIS_000001,4447677,COUNTRY,LTU,YEAR,EUR,Europe,SEX,2006,SEX_MLE,NA,NA,NA,NA,NA,NA,65.0 [64.9-65.1],65.00644748,64.93983346,65.11599966,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,4447925,COUNTRY,GTM,YEAR,AMR,Americas,SEX,2016,SEX_BTSX,NA,NA,NA,NA,NA,NA,72.2 [71.9-72.5],72.23492224,71.93726589,72.51188315,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,4448342,COUNTRY,BIH,YEAR,EUR,Europe,SEX,2002,SEX_BTSX,NA,NA,NA,NA,NA,NA,76.1 [75.8-76.5],76.09726725,75.81243981,76.53202828,NA,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
WHOSIS_000001,4449041,COUNTRY,BGR,YEAR,EUR,Europe,SEX,2019,SEX_FMLE,NA,NA,NA,NA,NA,NA,78.6 [78.5-78.8],78.62409466,78.51550877,78.78115251,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,4450856,COUNTRY,BOL,YEAR,AMR,Americas,SEX,2020,SEX_MLE,NA,NA,NA,NA,NA,NA,64.4 [63.7-65.1],64.395249,63.74713093,65.10610036,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,4451848,COUNTRY,HRV,YEAR,EUR,Europe,SEX,2007,SEX_MLE,NA,NA,NA,NA,NA,NA,72.3 [72.3-72.5],72.34643633,72.29530632,72.47407767,NA,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
WHOSIS_000001,4452550,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,2016,SEX_BTSX,NA,NA,NA,NA,NA,NA,66.2 [65.5-67.2],66.19035356,65.47542802,67.21038163,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,4453047,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,SEX,2005,SEX_BTSX,NA,NA,NA,NA,NA,NA,73.4 [72.9-74.1],73.361458,72.85107068,74.06293534,NA,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
WHOSIS_000001,4453275,COUNTRY,FRA,YEAR,EUR,Europe,SEX,2001,SEX_FMLE,NA,NA,NA,NA,NA,NA,82.6 [82.5-82.6],82.55624193,82.49523591,82.61724796,NA,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
WHOSIS_000001,4453980,COUNTRY,NAM,YEAR,AFR,Africa,SEX,2005,SEX_MLE,NA,NA,NA,NA,NA,NA,50.7 [49.9-51.6],50.71184886,49.86310896,51.63859662,NA,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
WHOSIS_000001,4454342,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2009,SEX_MLE,NA,NA,NA,NA,NA,NA,72.5 [72.4-72.7],72.5257014,72.36857415,72.71155731,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,4454458,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,SEX,2014,SEX_FMLE,NA,NA,NA,NA,NA,NA,65.2 [64.1-66.5],65.15565391,64.08412756,66.52832537,NA,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
WHOSIS_000001,4455076,COUNTRY,PAN,YEAR,AMR,Americas,SEX,2002,SEX_MLE,NA,NA,NA,NA,NA,NA,73.4 [73.2-73.7],73.44204446,73.24051207,73.71187636,NA,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
WHOSIS_000001,4455086,COUNTRY,GBR,YEAR,EUR,Europe,SEX,2000,SEX_MLE,NA,NA,NA,NA,NA,NA,75.5 [75.5-75.6],75.49113499,75.4890552,75.55902434,NA,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
