IndicatorCode,Id,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
WHOSIS_000001,853842,COUNTRY,SVN,YEAR,EUR,Europe,SEX,2017,SEX_BTSX,NA,NA,NA,NA,NA,NA,80.8 [80.7-81.0],80.7898907,80.69183086,80.95904352,NA,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
WHOSIS_000001,854006,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2017,SEX_BTSX,NA,NA,NA,NA,NA,NA,83.1 [83.0-83.2],83.09217588,83.03183203,83.15251973,NA,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
WHOSIS_000001,854104,COUNTRY,COG,YEAR,AFR,Africa,SEX,2005,SEX_FMLE,NA,NA,NA,NA,NA,NA,56.2 [55.5-57.2],56.22965119,55.45988932,57.17011829,NA,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
WHOSIS_000001,854174,COUNTRY,ARG,YEAR,AMR,Americas,SEX,2017,SEX_MLE,NA,NA,NA,NA,NA,NA,73.6 [73.6-73.7],73.58865166,73.57860159,73.66060382,NA,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
WHOSIS_000001,854631,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2009,SEX_BTSX,NA,NA,NA,NA,NA,NA,79.0 [79.0-79.1],79.00490643,78.97912902,79.09820744,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,856270,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,NA,NA,SEX,2010,SEX_FMLE,NA,NA,NA,NA,NA,NA,76.2 [75.9-76.5],76.15721691,75.89414647,76.46399182,NA,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
WHOSIS_000001,856574,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,SEX,2006,SEX_MLE,NA,NA,NA,NA,NA,NA,76.6 [76.5-76.8],76.63178408,76.54963527,76.80018783,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,856789,COUNTRY,LSO,YEAR,AFR,Africa,SEX,2020,SEX_FMLE,NA,NA,NA,NA,NA,NA,55.1 [53.6-56.6],55.13925805,53.56890693,56.57614375,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,857208,COUNTRY,UZB,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,NA,NA,NA,NA,NA,NA,63.4 [62.9-63.9],63.42369036,62.93347429,63.93270093,NA,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
WHOSIS_000001,858365,COUNTRY,CPV,YEAR,AFR,Africa,SEX,2019,SEX_BTSX,NA,NA,NA,NA,NA,NA,74.1 [73.5-74.7],74.05989707,73.52159215,74.73490859,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,859122,COUNTRY,VCT,YEAR,AMR,Americas,SEX,2013,SEX_MLE,NA,NA,NA,NA,NA,NA,70.5 [70.2-70.8],70.45282069,70.20666499,70.8220735,NA,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
WHOSIS_000001,860690,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2020,SEX_BTSX,NA,NA,NA,NA,NA,NA,84.0 [84.0-84.1],83.99653626,83.96922186,84.09365864,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,861615,COUNTRY,AUT,YEAR,EUR,Europe,SEX,2012,SEX_FMLE,NA,NA,NA,NA,NA,NA,83.1 [83.1-83.2],83.07907229,83.06640418,83.15633237,NA,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
WHOSIS_000001,861750,COUNTRY,ISL,YEAR,EUR,Europe,SEX,2006,SEX_BTSX,NA,NA,NA,NA,NA,NA,81.0 [80.9-81.2],81.03602001,80.94335463,81.22185063,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,863352,GLOBAL,GLOBAL,YEAR,NA,NA,SEX,2001,SEX_BTSX,NA,NA,NA,NA,NA,NA,67.1 [66.6-67.6],67.09900665,66.55834779,67.61232911,NA,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
WHOSIS_000001,864055,COUNTRY,NLD,YEAR,EUR,Europe,SEX,2000,SEX_MLE,NA,NA,NA,NA,NA,NA,75.5 [75.5-75.6],75.48590416,75.47987826,75.57821287,NA,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
WHOSIS_000001,864600,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,2020,SEX_FMLE,NA,NA,NA,NA,NA,NA,76.7 [76.5-76.9],76.6539801,76.48260356,76.91285172,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,865746,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2014,SEX_BTSX,NA,NA,NA,NA,NA,NA,70.3 [69.7-71.0],70.30298584,69.66448558,70.98503251,NA,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
WHOSIS_000001,866856,COUNTRY,COD,YEAR,AFR,Africa,SEX,2012,SEX_MLE,NA,NA,NA,NA,NA,NA,56.6 [55.6-57.5],56.57589178,55.57409619,57.52352659,NA,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
WHOSIS_000001,867701,REGION,EMR,YEAR,NA,NA,SEX,2017,SEX_BTSX,NA,NA,NA,NA,NA,NA,69.5 [68.8-70.2],69.50810208,68.78654247,70.18442206,NA,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
WHOSIS_000001,869346,COUNTRY,KIR,YEAR,WPR,Western Pacific,SEX,2004,SEX_FMLE,NA,NA,NA,NA,NA,NA,64.4 [63.8-65.2],64.40763448,63.76177236,65.15238658,NA,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
WHOSIS_000001,870111,COUNTRY,IRL,YEAR,EUR,Europe,SEX,2008,SEX_FMLE,NA,NA,NA,NA,NA,NA,81.8 [81.8-81.9],81.80356845,81.76852136,81.89366185,NA,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
WHOSIS_000001,872051,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,SEX,2006,SEX_BTSX,NA,NA,NA,NA,NA,NA,67.7 [66.8-68.6],67.66517621,66.75546245,68.59396676,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,872580,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,SEX,2009,SEX_BTSX,NA,NA,NA,NA,NA,NA,70.6 [69.9-71.7],70.61725364,69.88680078,71.71707207,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,873272,COUNTRY,BLR,YEAR,EUR,Europe,SEX,2021,SEX_FMLE,NA,NA,NA,NA,NA,NA,78.1 [77.8-78.7],78.13226391,77.75207843,78.65510084,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,873356,COUNTRY,AGO,YEAR,AFR,Africa,SEX,2015,SEX_FMLE,NA,NA,NA,NA,NA,NA,64.1 [63.1-65.1],64.12377474,63.12480883,65.10057489,NA,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
WHOSIS_000001,873578,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,SEX,2009,SEX_FMLE,NA,NA,NA,NA,NA,NA,78.6 [77.9-79.4],78.60243865,77.93575043,79.4478824,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,874437,COUNTRY,GTM,YEAR,AMR,Americas,SEX,2021,SEX_FMLE,NA,NA,NA,NA,NA,NA,71.9 [71.5-72.4],71.89797363,71.4904169,72.35978756,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,874714,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,SEX,2019,SEX_FMLE,NA,NA,NA,NA,NA,NA,75.7 [74.9-76.4],75.70240825,74.92193897,76.39931118,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,876322,COUNTRY,DZA,YEAR,AFR,Africa,SEX,2017,SEX_MLE,NA,NA,NA,NA,NA,NA,76.0 [75.7-76.5],76.04556572,75.67545588,76.45377099,NA,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
WHOSIS_000001,877102,COUNTRY,PRK,YEAR,SEAR,South-East Asia,SEX,2016,SEX_FMLE,NA,NA,NA,NA,NA,NA,74.5 [73.9-75.2],74.51348035,73.93014454,75.15417486,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,877254,COUNTRY,MDV,YEAR,SEAR,South-East Asia,SEX,2006,SEX_FMLE,NA,NA,NA,NA,NA,NA,75.1 [74.9-75.5],75.09539345,74.88365636,75.45700362,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,877702,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,SEX,2006,SEX_FMLE,NA,NA,NA,NA,NA,NA,81.3 [81.2-81.5],81.33235319,81.24801044,81.47849738,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,880020,COUNTRY,ARG,YEAR,AMR,Americas,SEX,2021,SEX_BTSX,NA,NA,NA,NA,NA,NA,74.6 [74.4-74.8],74.56898059,74.44918238,74.76936717,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,880268,COUNTRY,COL,YEAR,AMR,Americas,SEX,2015,SEX_BTSX,NA,NA,NA,NA,NA,NA,77.3 [77.1-77.6],77.34484367,77.11461577,77.61207581,NA,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
WHOSIS_000001,880776,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,2009,SEX_MLE,NA,NA,NA,NA,NA,NA,76.9 [76.4-77.4],76.91489519,76.44446024,77.40340111,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,880799,COUNTRY,ARG,YEAR,AMR,Americas,SEX,2017,SEX_BTSX,NA,NA,NA,NA,NA,NA,76.6 [76.6-76.7],76.64354126,76.6288011,76.71282019,NA,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
WHOSIS_000001,882326,COUNTRY,MNE,YEAR,EUR,Europe,SEX,2020,SEX_FMLE,NA,NA,NA,NA,NA,NA,78.5 [78.4-78.7],78.53351423,78.41021932,78.73489161,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,882974,COUNTRY,TLS,YEAR,SEAR,South-East Asia,SEX,2021,SEX_FMLE,NA,NA,NA,NA,NA,NA,69.6 [68.8-70.3],69.56258071,68.77031665,70.32423812,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,883196,COUNTRY,SEN,YEAR,AFR,Africa,SEX,2019,SEX_BTSX,NA,NA,NA,NA,NA,NA,68.8 [68.0-69.5],68.76445374,68.00137655,69.52179601,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,883304,REGION,EUR,YEAR,NA,NA,SEX,2006,SEX_FMLE,NA,NA,NA,NA,NA,NA,78.0 [77.9-78.2],78.02914678,77.93550495,78.17905847,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,884191,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2012,SEX_FMLE,NA,NA,NA,NA,NA,NA,72.7 [72.4-72.9],72.6501481,72.3739268,72.93986269,NA,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
WHOSIS_000001,886255,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,SEX,2020,SEX_BTSX,NA,NA,NA,NA,NA,NA,80.1 [79.7-80.7],80.1312721,79.687817570000007,80.7429805,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,886839,COUNTRY,PRY,YEAR,AMR,Americas,SEX,2000,SEX_FMLE,NA,NA,NA,NA,NA,NA,77.2 [76.7-77.8],77.15212079,76.65455917,77.77739815,NA,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
WHOSIS_000001,888057,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,SEX,2012,SEX_MLE,NA,NA,NA,NA,NA,NA,72.4 [71.9-72.8],72.36491677,71.89490003,72.84706905,NA,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
WHOSIS_000001,889578,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2019,SEX_BTSX,NA,NA,NA,NA,NA,NA,71.6 [71.3-71.9],71.58973358,71.27501221,71.92062868,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,893420,REGION,SEAR,YEAR,NA,NA,SEX,2000,SEX_BTSX,NA,NA,NA,NA,NA,NA,64.1 [63.5-64.8],64.06863574,63.5145677,64.75845573,NA,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
WHOSIS_000001,894123,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,SEX,2013,SEX_MLE,NA,NA,NA,NA,NA,NA,80.3 [79.9-80.8],80.31965478,79.92035144,80.789761,NA,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
WHOSIS_000001,895000,COUNTRY,GRC,YEAR,EUR,Europe,SEX,2001,SEX_FMLE,NA,NA,NA,NA,NA,NA,81.3 [81.3-81.4],81.32966204,81.32506025,81.41096979,NA,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
WHOSIS_000001,897758,COUNTRY,HUN,YEAR,EUR,Europe,SEX,2021,SEX_FMLE,NA,NA,NA,NA,NA,NA,77.8 [77.8-77.9],77.82603653,77.79162699,77.92055659,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,897892,COUNTRY,ISL,YEAR,EUR,Europe,SEX,2006,SEX_MLE,NA,NA,NA,NA,NA,NA,79.3 [79.2-79.5],79.30794679,79.20235422,79.50154523,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,898622,COUNTRY,TLS,YEAR,SEAR,South-East Asia,SEX,2006,SEX_MLE,NA,NA,NA,NA,NA,NA,65.1 [64.4-66.0],65.12122111,64.35298149,66.04017404,NA,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
WHOSIS_000001,898960,COUNTRY,PER,YEAR,AMR,Americas,SEX,2016,SEX_BTSX,NA,NA,NA,NA,NA,NA,80.2 [79.7-80.7],80.1644759,79.73995848,80.69977873,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,899356,REGION,SEAR,YEAR,NA,NA,SEX,2018,SEX_BTSX,NA,NA,NA,NA,NA,NA,71.1 [70.6-71.5],71.0517579,70.61073636,71.52896425,NA,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
WHOSIS_000001,900481,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,SEX,2008,SEX_BTSX,NA,NA,NA,NA,NA,NA,69.0 [68.7-69.3],68.97864967,68.686477,69.3278334,NA,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
WHOSIS_000001,900851,COUNTRY,BEN,YEAR,AFR,Africa,SEX,2005,SEX_FMLE,NA,NA,NA,NA,NA,NA,61.1 [60.4-61.9],61.09483944,60.37522201,61.91988206,NA,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
WHOSIS_000001,904733,COUNTRY,ZWE,YEAR,AFR,Africa,SEX,2013,SEX_MLE,NA,NA,NA,NA,NA,NA,53.7 [52.9-54.5],53.68219392,52.85449603,54.51543106,NA,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
WHOSIS_000001,904855,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,2015,SEX_FMLE,NA,NA,NA,NA,NA,NA,58.8 [58.1-59.7],58.81011374,58.08468103,59.70140485,NA,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
WHOSIS_000001,905389,COUNTRY,GRD,YEAR,AMR,Americas,SEX,2001,SEX_MLE,NA,NA,NA,NA,NA,NA,67.9 [67.7-68.2],67.94176572,67.69537943,68.19692629,NA,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
WHOSIS_000001,905620,COUNTRY,GRC,YEAR,EUR,Europe,SEX,2002,SEX_MLE,NA,NA,NA,NA,NA,NA,76.6 [76.6-76.7],76.62933359,76.60842085,76.71617233,NA,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
WHOSIS_000001,906740,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,2016,SEX_MLE,NA,NA,NA,NA,NA,NA,63.0 [62.0-64.0],62.99901612,62.00921721,64.00969454,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,907734,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,SEX,2009,SEX_MLE,NA,NA,NA,NA,NA,NA,48.4 [46.9-50.0],48.37521375,46.91941544,50.02843337,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,908592,COUNTRY,SVK,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,NA,NA,NA,NA,NA,NA,77.9 [77.9-78.1],77.94689085,77.89301064,78.09015067,NA,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
WHOSIS_000001,908825,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2014,SEX_BTSX,NA,NA,NA,NA,NA,NA,80.9 [80.9-81.0],80.94130643,80.93232613,81.01480724,NA,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
WHOSIS_000001,908962,COUNTRY,SUR,YEAR,AMR,Americas,SEX,2020,SEX_BTSX,NA,NA,NA,NA,NA,NA,72.8 [72.4-73.3],72.80157877,72.36991807,73.25349963,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,909764,COUNTRY,DOM,YEAR,AMR,Americas,SEX,2019,SEX_FMLE,NA,NA,NA,NA,NA,NA,77.2 [76.6-77.8],77.18205415,76.60804834,77.81446694,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,909881,COUNTRY,ISR,YEAR,EUR,Europe,SEX,2021,SEX_FMLE,NA,NA,NA,NA,NA,NA,82.1 [82.1-82.2],82.09316588,82.05417971,82.19463656,NA,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
WHOSIS_000001,910265,COUNTRY,COG,YEAR,AFR,Africa,SEX,2011,SEX_FMLE,NA,NA,NA,NA,NA,NA,61.1 [60.5-61.8],61.10279629,60.45992281,61.83496229,NA,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
WHOSIS_000001,910587,COUNTRY,HND,YEAR,AMR,Americas,SEX,2011,SEX_BTSX,NA,NA,NA,NA,NA,NA,70.7 [70.0-71.6],70.68279372,69.99379287,71.59679687,NA,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
WHOSIS_000001,910954,COUNTRY,CAF,YEAR,AFR,Africa,SEX,2020,SEX_FMLE,NA,NA,NA,NA,NA,NA,56.0 [55.0-57.3],56.03224454,54.95555443,57.27432379,NA,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
WHOSIS_000001,910994,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,SEX,2003,SEX_BTSX,NA,NA,NA,NA,NA,NA,59.7 [58.6-61.2],59.65312998,58.6171639,61.1766486,NA,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
WHOSIS_000001,911293,COUNTRY,SWE,YEAR,EUR,Europe,SEX,2001,SEX_FMLE,NA,NA,NA,NA,NA,NA,81.8 [81.8-81.9],81.82171353,81.8167459,81.89180547,NA,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
WHOSIS_000001,911327,COUNTRY,TCD,YEAR,AFR,Africa,SEX,2012,SEX_FMLE,NA,NA,NA,NA,NA,NA,58.1 [57.3-59.0],58.10432768,57.27368996,58.96505037,NA,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
WHOSIS_000001,912214,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,2003,SEX_MLE,NA,NA,NA,NA,NA,NA,66.2 [65.5-66.8],66.15851154,65.54356344,66.80145993,NA,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
WHOSIS_000001,913498,COUNTRY,GRC,YEAR,EUR,Europe,SEX,2016,SEX_FMLE,NA,NA,NA,NA,NA,NA,82.9 [82.9-83.0],82.90991921,82.90152869,82.99431658,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,913541,COUNTRY,LUX,YEAR,EUR,Europe,SEX,2019,SEX_MLE,NA,NA,NA,NA,NA,NA,80.8 [80.7-81.0],80.8268954,80.71533816,81.03936946,NA,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
WHOSIS_000001,917100,COUNTRY,UZB,YEAR,EUR,Europe,SEX,2014,SEX_BTSX,NA,NA,NA,NA,NA,NA,68.8 [68.6-69.1],68.81484391,68.58652659,69.10233313,NA,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
WHOSIS_000001,917259,COUNTRY,COM,YEAR,AFR,Africa,SEX,2001,SEX_MLE,NA,NA,NA,NA,NA,NA,62.0 [61.1-62.8],61.95064161,61.1062198,62.76664739,NA,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
WHOSIS_000001,917452,COUNTRY,PRK,YEAR,SEAR,South-East Asia,SEX,2016,SEX_MLE,NA,NA,NA,NA,NA,NA,68.6 [67.9-69.4],68.62002772,67.94273594,69.42271122,NA,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
WHOSIS_000001,917928,COUNTRY,AGO,YEAR,AFR,Africa,SEX,2009,SEX_FMLE,NA,NA,NA,NA,NA,NA,59.1 [58.4-59.9],59.14857721,58.4387216,59.90789595,NA,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
WHOSIS_000001,918087,COUNTRY,NLD,YEAR,EUR,Europe,SEX,2005,SEX_MLE,NA,NA,NA,NA,NA,NA,77.1 [77.1-77.2],77.14627573,77.14320734,77.23363303,NA,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
WHOSIS_000001,918418,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2005,SEX_MLE,NA,NA,NA,NA,NA,NA,75.0 [74.9-75.1],75.01338357,74.9463439,75.08042323,NA,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
WHOSIS_000001,918964,COUNTRY,CAN,YEAR,AMR,Americas,SEX,2010,SEX_BTSX,NA,NA,NA,NA,NA,NA,81.1 [81.1-81.2],81.14359407,81.07278745,81.21440069,NA,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
WHOSIS_000001,919476,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2018,SEX_FMLE,NA,NA,NA,NA,NA,NA,69.0 [68.1-69.9],69.02362875,68.13329812,69.87713939,NA,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
WHOSIS_000001,919527,COUNTRY,NIC,YEAR,AMR,Americas,SEX,2003,SEX_FMLE,NA,NA,NA,NA,NA,NA,78.8 [78.6-79.2],78.83609928,78.62640096,79.16557385,NA,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
