population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2016,727.8433413455241,733.3268954205049,722.9704766887472
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2015,53773642.27190466,54137069.44681035,53434178.91371802
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2015,1.0,1.0,1.0
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2015,725.3507424839828,730.2529986827302,720.7717333541614
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2017,55390657.069488585,55796547.7668381,54976460.773119815
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2017,1.0,1.0,1.0
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2017,729.3027907240596,734.6469630803216,723.8492624427405
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2020,60149423.06948474,60348027.69329317,59942451.03505639
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2020,1.0,1.0,1.0
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2020,766.2525360261258,768.7825901628704,763.6158881885567
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2018,55453593.86568615,55856748.05540948,55063747.66535848
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2018,1.0,1.0,1.0
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2018,721.7541232005635,727.0013610878533,716.6800949386248
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2019,55159817.30207495,55495519.41349046,54839903.11912642
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2019,1.0,1.0,1.0
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2019,709.9883942213553,714.3093766806587,705.8706257415149
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2021,65932516.135529526,66248253.31299224,65619812.89067457
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2021,1.0,1.0,1.0
